OBJECTID,tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,WorkoutType,percImpervious,percRoadRailroad,percBareGround,percBldg,percGrass,percTree,percWetland,percInlandWater,percCropland,percOcean,percBeach
5,1301871442,Endomondo,1,4,3.234513,1.415099,1.819413,14.46428,1.617256,0,0,0,0.443113,0.270975,0,43.10769,345.2842,-0.269267,2 sport,24.75414,19.50055,0.709659,25.12894,12.26138,17.47586,0,0.169471,0,0,0
6,1301871442,Google,0,4,2.262649,0.90506,1.35759,2.268425,1.583855,0,0,0,0,4.283503,3.272617,41.10087,160.1956,-0.375173,2 sport,25.4297,20.17521,0.502784,20.85428,15.20494,17.646,0,0.187082,0,0,0
7,1301871442,MapQuest,0,4,0.884824,0.221206,0.663618,4.607267,2.875679,0,0,0,0,0,35.20242,9.578306,454.3572,-0.35738,2 sport,28.47949,19.87618,0.568366,24.28233,10.77446,15.83029,0,0.188872,0,0,0
8,1301871442,Shortest Path,0,4,3.239566,1.619783,1.619783,0,1.388386,0,0,0,0,2.151391,3.572546,31.61731,166.6063,-0.452601,2 sport,25.11591,18.2657,0.423924,19.72219,16.9145,19.36568,0,0.192105,0,0,0
349,1303837214,Endomondo,1,4,0.58523,0.250813,0.334417,3.857492,0.836043,61.37378,0,0,0,0,23.65392,14.97231,10.53414,-0.087194,2 sport,13.44488,9.251842,0.45091,6.061425,20.39077,47.5542,0.210603,0.701231,1.934142,0,0
350,1303837214,Google,0,4,0.77893,0.346191,0.432739,0.32535,0.865477,2.819878,0,0,0,0,83.50574,2.370834,3.202266,-0.994548,2 sport,14.08476,9.883785,0.465205,6.691496,21.09663,44.8862,0.195531,0.697979,1.998414,0,0
351,1303837214,MapQuest,0,4,0.173504,0.086752,0.086752,0.089392,0.867518,0,0,0,0,0,85.35007,0.986687,3.209815,-0.980862,2 sport,14.04262,9.838691,0.462415,6.694474,21.08849,44.99678,0.196103,0.676157,2.004261,0,0
352,1303837214,Shortest Path,0,4,0.434146,0.173659,0.260488,0,0.868293,9.091926,0,0,0,0,79.35794,0.102169,3.212684,-0.947311,2 sport,14.15485,9.863972,0.458034,6.711618,21.2606,44.80411,0.195856,0.699141,1.851826,0,0
17,1304506924,Endomondo,1,4,2.141043,0.951575,1.189468,12.96769,0.356841,17.60909,0,0,4.166831,0,0.297924,63.17762,19.38833,-0.100433,2 sport,12.02598,7.208228,0.196419,8.247191,20.63494,49.88076,0.148628,0.873609,0,0.784241,0
18,1304506924,Google,0,4,0.990613,0.37148,0.619133,8.515801,0.619133,0,0,0,4.302681,0,46.98783,15.37055,11.88736,-0.201139,2 sport,15.07256,8.301204,0.388022,9.926943,20.61906,44.22316,0.104296,0.56498,0,0.799771,0
19,1304506924,MapQuest,0,4,0.603335,0.241334,0.362001,11.35723,0.965336,0,0,0,4.10269,0,0.949037,16.54026,12.91137,-0.040423,2 sport,17.64174,9.512239,0.430122,12.5255,20.62373,37.93493,0.110177,0.445999,0,0.775567,0
20,1304506924,Shortest Path,0,4,2.015572,1.074972,0.9406,0,1.074972,4.962978,0,0,8.043698,0,19.50396,17.83489,23.78375,-0.16778,2 sport,15.17864,10.07953,0.480643,8.323443,20.6918,43.74117,0.104184,0.519309,0,0.881268,0
25,1304954994,Endomondo,1,4,3.838522,1.919261,1.919261,15.52513,0.54836,0,0,0,2.170242,0.210369,40.57971,57.03968,590.3099,-0.411441,2 sport,33.63102,16.19365,3.781586,26.94339,9.802977,9.647373,0,0,0,0,0
26,1304954994,Google,0,4,1.039974,0.259993,0.77998,21.82882,1.299967,0,0,0,0,0,1.201255,27.91489,1432.824,-0.065376,2 sport,34.45224,21.04999,2.432671,23.50625,12.54897,6.009887,0,0,0,0,0
27,1304954994,MapQuest,0,4,0.620322,0,0.620322,2.123451,2.171126,0,0,0,0,0,83.51774,16.48226,406.0006,-0.283352,2 sport,31.69554,22.73573,2.913247,28.31905,9.012098,5.324336,0,0,0,0,0
28,1304954994,Shortest Path,0,4,2.533976,1.266988,1.266988,0,0.950241,0,0,0,2.497607,4.31223,54.43445,34.4666,716.4817,-0.385273,2 sport,38.69573,17.89437,3.014472,26.42163,8.097333,5.876472,0,0,0,0,0
37,1309210562,Endomondo,1,4,1.652455,0.757375,0.89508,18.44961,0.826228,12.28411,0,0,47.99045,0,27.21489,1.389201,125.4489,-0.165383,2 sport,19.43838,9.064182,0.52027,12.65536,13.60422,39.28165,0.006131,2.594942,0,2.834873,0
38,1309210562,Google,0,4,0.756421,0.302568,0.453852,7.81734,0.983347,0,0,0,0,0,68.30371,9.663319,155.747,-0.707025,2 sport,17.87973,9.42342,0.20508,13.86874,13.08013,43.90891,0,1.54822,0,0.085777,0
39,1309210562,MapQuest,0,4,1.081967,0.4637,0.618267,5.527653,0.772833,0,0,0,0.835707,0,50.92861,11.49001,151.0116,-0.480367,2 sport,16.22243,8.328699,0.184739,12.32561,14.07785,47.20266,0,1.570281,0,0.087736,0
40,1309210562,Shortest Path,0,4,1.467995,0.652442,0.815553,0,1.631106,30.34874,0,0,3.596058,1.772897,23.01645,5.825342,147.0442,-0.077816,2 sport,26.84597,25.26333,0.255402,13.70416,12.97694,20.12522,0,0.678649,0,0.150334,0
41,1310386178,Endomondo,1,4,0.779768,0.43862,0.341149,14.80639,1.315859,0,0,0,0,0,58.42812,13.08478,21.83352,-0.186393,2 sport,26.04624,18.76891,1.371717,12.58379,16.67593,23.1774,0.1927,1.14391,0,0.039398,0
42,1310386178,Google,0,4,0.753352,0.401788,0.351564,11.40504,1.356034,0,0,0,0,0,66.14593,7.466192,16.6742,-0.319523,2 sport,29.22645,17.95686,1.97231,16.58262,13.2093,20.08834,0.093575,0.787032,0,0.083513,0
43,1310386178,MapQuest,0,4,1.094226,0.573166,0.52106,7.380141,0.937908,0,0,0,0,0,16.90447,15.79318,25.06299,-0.476421,2 sport,27.53373,14.89978,1.892356,16.08838,15.6977,22.69422,0.074654,1.032156,0,0.087027,0
44,1310386178,Shortest Path,0,4,2.461866,1.174981,1.286885,0,0.839272,0,0,0,0,3.015911,42.14578,24.40969,13.98787,-0.282699,2 sport,30.84525,16.15923,1.618987,17.33386,13.10219,20.00671,0.041911,0.817943,0,0.073908,0
45,1322242966,Endomondo,1,4,0.984624,0.459491,0.525133,19.12782,0.918983,26.66021,0,0,2.175409,0,9.60817,14.58818,57.76463,-0.350868,2 sport,14.68211,10.41278,0.463468,8.680957,17.92823,42.87003,0.036825,3.004653,1.920947,0,0
46,1322242966,Google,0,4,0.467124,0.266928,0.200196,17.18143,1.267907,0,0,0,0,0,66.30875,1.993501,48.047,-0.400626,2 sport,15.34513,10.89563,0.474649,9.079601,16.67266,42.03923,0.028767,3.091614,2.372714,0,0
47,1322242966,MapQuest,0,4,0.535845,0.267922,0.267922,16.74645,0.870747,0,0,0,0,0,37.44193,9.076234,23.1083,-0.362154,2 sport,15.25442,9.682503,0.547935,9.177108,18.206,44.48119,0,1.230178,1.420671,0,0
48,1322242966,Shortest Path,0,4,0.390987,0.156395,0.234592,0,1.251159,33.40803,0,0,0,0,43.23571,4.335609,15.3267,-0.154368,2 sport,16.83591,12.26176,0.468608,8.797239,18.49553,42.63369,0.001559,0.393781,0.11193,0,0
341,1323254780,Endomondo,1,4,0.808951,0.404476,0.404476,13.90936,0.404476,4.76303,0,4.712623,0,0,7.496938,18.36416,25.77088,-0.491696,2 sport,13.92891,9.409828,0.725584,6.972958,24.00429,39.78805,1.797077,1.237569,1.82659,0.309142,0
342,1323254780,Google,0,4,0.44294,0.253109,0.189831,4.017622,0.506217,0,0,6.373122,0,0,43.9412,0,21.83062,-1.073132,2 sport,13.29963,9.707261,0.557507,6.137747,23.15926,41.02642,1.98787,1.496208,2.291792,0.3363,0
343,1323254780,MapQuest,0,4,0.394907,0.197453,0.197453,0.002428,0.59236,1.268847,0,0,0,0,57.77675,0.036871,13.82174,-1.140779,2 sport,13.65489,9.481123,0.517147,6.352993,22.45292,42.16521,2.057524,1.515414,1.452153,0.350627,0
344,1323254780,Shortest Path,0,4,0.394916,0.197458,0.197458,0,0.592375,1.268847,0,0,0,0,57.77675,0.036871,13.82207,-1.140755,2 sport,13.65475,9.481419,0.517163,6.352908,22.45362,42.16426,2.057589,1.515461,1.452199,0.350638,0
49,1325810444,Endomondo,1,4,1.518231,0.650671,0.867561,11.14986,1.084451,0,0,0,0,0,26.15635,12.90135,17.13433,-0.631219,2 sport,23.93471,11.1819,0.231917,18.54636,15.32753,30.30062,0.05426,0.422702,0,0,0
50,1325810444,Google,0,4,3.05064,1.52532,1.52532,10.6333,1.089514,0,0,0,0,3.937301,54.06626,17.99356,34.21075,-0.312675,2 sport,27.49022,14.48683,0.536195,18.93022,11.3948,26.6881,0.05388,0.419745,0,0,0
51,1325810444,MapQuest,0,4,1.530535,0.655944,0.874591,10.25634,0.874591,0,0,0,0,0,2.368455,29.44827,4.591606,-0.394033,2 sport,21.80882,11.13424,0.260186,18.24079,16.97022,31.11308,0.053772,0.4189,0,0,0
52,1325810444,Shortest Path,0,4,3.133951,1.446439,1.687512,0,0.72322,0,0,0,0,4.151775,6.15488,57.58826,11.81258,-0.257228,2 sport,18.92663,10.6338,0.132562,15.81718,16.69228,37.27402,0.059557,0.463968,0,0,0
53,1328458628,Endomondo,1,4,1.017647,0.469683,0.547964,5.323888,0.704525,0,0,0,9.555676,12.84043,32.12464,4.587404,2.504977,-0.571387,2 sport,23.01763,23.0461,1.517887,11.01406,25.95517,14.64454,0.095415,0.64945,0.059752,0,0
54,1328458628,Google,0,4,0.796624,0.31865,0.477975,3.496832,0.796624,0,0,0,0,13.05713,22.75957,7.817578,5.735694,-0.921757,2 sport,24.53355,22.96211,1.798017,12.37672,22.31897,14.27753,0.11711,0.682292,0.933696,0,0
55,1328458628,MapQuest,0,4,0.87371,0.317713,0.555998,3.801994,0.87371,0,0,0,0,14.42402,22.39152,7.691156,5.559976,-0.861429,2 sport,24.87043,23.60024,1.399676,13.24233,21.70259,14.32684,0.116798,0.680477,0.060621,0,0
56,1328458628,Shortest Path,0,4,1.648962,0.742033,0.906929,0,1.319169,0,0,0,0,25.31406,41.2936,15.87338,2.803235,-0.381036,2 sport,23.55923,24.04671,0.938258,10.84136,25.16574,14.64661,0.079317,0.660317,0.062462,0,0
57,1330480740,Endomondo,1,4,1.668538,0.625702,1.042836,30.97655,0.417135,77.60131,0,0,2.398495,0,2.69898,11.97261,0.729985,-0.697576,2 sport,23.06405,11.8658,0.499817,8.450948,23.49897,15.46355,0.444609,14.50564,2.20661,0,0
58,1330480740,Google,0,4,1.050226,0.315068,0.735158,30.05496,0.42009,83.0946,0,0,0,0,5.212617,6.133713,0.735158,-0.694105,2 sport,23.30989,11.96551,0.499775,8.352893,23.48098,15.51577,0.444572,14.32743,2.103183,0,0
59,1330480740,MapQuest,0,4,1.481912,0.673596,0.808316,1.386438,1.751351,0,0,0,0,0,73.5647,8.710237,2.020789,-0.583126,2 sport,24.89466,21.99073,0.855183,9.255714,24.29706,14.94265,0.195222,1.569372,1.999403,0,0
60,1330480740,Shortest Path,0,4,2.185394,0.95611,1.229284,0,1.775632,0,0,0,3.123558,0,65.52963,12.56714,2.185394,-0.611122,2 sport,24.99464,21.45218,1.562749,9.359993,23.9462,15.03232,0.184274,1.503892,1.96375,0,0
61,1330563176,Endomondo,1,4,2.348089,1.252314,1.095775,8.636187,1.252314,31.52749,0,0,41.62225,4.967453,16.48295,4.324055,212.8934,-0.659038,2 sport,21.78747,6.191752,2.18403,10.87613,7.708561,9.74984,0,0.223874,0,2.190947,39.0874
62,1330563176,Google,0,4,1.061766,0.303362,0.758404,12.11586,1.213447,46.35563,0,0,30.63086,3.909448,15.90262,3.201441,215.9935,-0.478126,2 sport,18.34423,5.075353,2.747914,10.07266,6.40091,6.36703,0,0.255915,0,2.626914,48.10907
63,1330563176,MapQuest,0,4,1.091812,0.623892,0.467919,9.03051,2.49557,39.43985,0,0,14.64818,25.1018,16.34292,4.467243,196.0582,-0.795957,2 sport,22.72314,10.22703,2.718791,14.10524,7.224607,6.526715,0,0.094545,0,1.237793,35.14213
64,1330563176,Shortest Path,0,4,1.530525,1.02035,0.510175,0,3.911341,0,0,0,0,79.16182,7.466393,6.785247,112.0684,-0.193782,2 sport,37.76507,18.53644,0.282157,27.08641,8.853103,6.027472,0,0.102849,0,1.346505,0
65,1332615858,Endomondo,1,4,1.795619,0.89781,0.89781,1.142392,2.244524,0.171805,0,0,73.46407,25.37471,0,0.806083,708.8207,-0.507115,2 sport,29.30679,21.92218,0.414612,14.4195,8.404914,9.372944,0,0.804889,0,8.931292,6.422886
66,1332615858,Google,0,4,1.478535,0.98569,0.492845,38.1874,2.95707,18.52908,0,0,21.39497,9.56044,24.27985,0,492.0235,-0.174543,2 sport,28.02043,26.49419,0.598137,17.77782,9.11009,6.085225,0,1.198904,0,6.031327,4.683875
67,1332615858,MapQuest,0,4,1.209942,1.008285,0.201657,12.57561,2.62154,0.158158,0,0,26.13303,73.42113,0.287679,0,674.1392,-0.656472,2 sport,26.59721,23.62122,0.317494,18.45118,7.758705,8.854099,0,0.946797,0,7.673444,5.77985
68,1332615858,Shortest Path,0,4,2.270165,1.362099,0.908066,0,2.043149,0.173708,0,0,21.44789,57.77375,19.61858,0,652.4455,-0.556043,2 sport,27.96606,21.6563,0.410057,15.25795,8.254107,9.369206,0,1.117839,0,7.236728,8.731746
361,1333350010,Endomondo,1,4,1.156943,0.578471,0.578471,3.829656,0.072309,47.14865,5.948845,0,1.971308,0,17.09964,8.624395,25.38043,-0.498486,2 sport,12.00786,17.28332,5.349147,2.445084,39.94736,17.32964,0.757246,2.234543,2.05067,0.595129,0
362,1333350010,Google,0,4,0.798301,0.217718,0.580582,3.452147,0.072573,47.65454,6.059058,0,15.28964,0,24.74936,3.725348,27.7228,-0.50803,2 sport,15.37975,18.58768,3.305961,2.300818,36.91538,12.94539,0.618003,7.269705,2.075638,0.601665,0
363,1333350010,MapQuest,0,4,0.82383,0.449362,0.374468,0.246307,0.149787,0,0,0,0.809797,0,0,3.997335,7.41447,-0.633511,2 sport,14.99152,12.78703,2.855842,6.423258,20.38377,18.90261,2.775799,4.951644,12.0314,3.897134,0
364,1333350010,Shortest Path,0,4,0.600625,0.300312,0.300312,0,0.150156,0,0,0,0.538042,0,0,3.46126,7.057342,-0.725878,2 sport,15.52971,13.20997,2.971237,6.62055,21.0834,19.51008,2.870247,5.120125,12.44077,0.643907,0
69,1335918328,Endomondo,1,4,0.810338,0.46305,0.347288,16.44957,0.540225,0.08266,0,0,0,0,23.80664,18.39029,25.04331,-0.48307,2 sport,15.47344,9.883091,0.608951,8.958735,21.33171,38.52435,1.180922,2.32059,1.384399,0.333814,0
70,1335918328,Google,0,4,0.602834,0.344477,0.258358,4.355387,0.947311,4.764807,0,0,0.104907,0,63.05723,0.122965,26.43859,-0.722944,2 sport,14.32575,11.11081,0.439518,7.023377,19.46293,40.36672,1.339667,3.045872,1.621213,1.264139,0
71,1335918328,MapQuest,0,4,0.636326,0.339374,0.296952,5.924487,0.551483,0,0,0,0,0,45.47997,13.17949,14.38097,-0.768916,2 sport,14.903,9.393332,0.468023,8.037754,20.68545,42.01728,1.317257,1.836859,0.964378,0.37667,0
72,1335918328,Shortest Path,0,4,0.53922,0.314545,0.224675,0,0.98857,13.50459,0,0,0.171032,0,63.69047,0.650068,14.73868,-0.548284,2 sport,16.3495,13.51697,0.428922,7.473259,20.4212,38.16145,1.387307,1.237069,0.049123,0.975205,0
73,1335958052,Endomondo,1,4,0.486291,0.218831,0.26746,32.8577,0.437662,0.140125,0,0,4.360377,6.405493,12.26837,1.898427,11.35489,-0.049662,2 sport,14.72625,12.81398,1.701855,6.484394,24.47942,27.79024,2.342669,3.657879,5.80091,0.202411,0
74,1335958052,Google,0,4,0.222203,0.126973,0.09523,1.76544,0.85707,83.25642,0,0,0.196551,6.996991,0,0.936169,14.85588,-0.093955,2 sport,27.99091,19.42394,1.208264,7.7554,26.2452,14.23064,0.070245,0.270183,2.805226,0,0
75,1335958052,MapQuest,0,4,0.255283,0.127642,0.127642,1.232665,1.180685,7.978934,0,0,0,7.092816,0,2.033887,14.61496,-0.672247,2 sport,27.89132,19.91924,1.198071,7.729535,26.1131,14.26597,0.060605,0.278019,2.544146,0,0
76,1335958052,Shortest Path,0,4,0.581467,0.25843,0.323037,0,1.098327,0,0,0,0.625276,2.289686,0,5.278886,13.47066,-0.548132,2 sport,27.12179,19.53374,1.270904,7.479943,27.25279,14.39983,0.090262,0.283587,2.567153,0,0
81,1344260736,Endomondo,1,4,1.970826,0.806247,1.164579,16.76917,0.716664,3.256769,0,0,26.63799,0,28.84845,28.01742,88.23926,-0.16902,2 sport,16.06402,7.874265,0.432988,12.85668,13.69678,47.91645,0,0.879989,0,0.278837,0
82,1344260736,Google,0,4,0.637412,0.182118,0.455294,14.87657,1.001648,0,0,0,0,0,83.30933,16.69066,109.3617,-0.433118,2 sport,16.02092,9.043672,0.21432,14.11459,12.09146,45.43777,0,2.883321,0,0.193944,0
83,1344260736,MapQuest,0,4,0.966065,0.289819,0.676245,8.279855,0.676245,0,0,0,0,0,62.25017,6.392828,101.2436,-0.327581,2 sport,13.8294,7.127017,0.205183,11.89135,13.54554,51.27873,0,1.917225,0,0.205568,0
84,1344260736,Shortest Path,0,4,0.836843,0.104605,0.732237,0,1.464475,22.1435,0,0,0.420988,1.605443,49.78648,0,87.86848,-0.018448,2 sport,25.81161,24.19859,0.249054,13.2823,13.49762,22.34943,0,0.611389,0,0,0
85,1344462424,Endomondo,1,4,2.857934,1.558873,1.299061,18.5584,0.43302,17.49554,0,0,30.17957,0,3.596935,33.32444,69.97607,-0.053776,2 sport,14.77889,6.57797,0.421063,12.02236,13.46456,50.58886,0,1.874466,0,0.271834,0
86,1344462424,Google,0,4,0.739655,0.369828,0.369828,11.05323,1.017026,0,0,0,0,0,79.60637,4.273664,110.3935,-0.40973,2 sport,16.22621,8.551536,0.24474,14.10795,12.68853,46.30273,0,1.77363,0,0.104678,0
87,1344462424,MapQuest,0,4,0.945573,0.472786,0.472786,8.586461,0.851015,0,0,0,0,0,53.8834,16.1943,105.715,-0.26841,2 sport,14.1364,7.198756,0.229703,12.24314,13.88967,50.39016,0,1.804703,0,0.107472,0
88,1344462424,Shortest Path,0,4,1.334793,0.718735,0.616058,0,1.437469,26.19411,0,0,2.829218,1.809747,42.77815,0.445917,89.53381,-0.038618,2 sport,25.54262,24.60568,0.262129,13.17906,13.33536,22.47296,0,0.6022,0,0,0
93,1348661262,Endomondo,1,4,2.60464,1.385447,1.219193,10.61442,1.274611,3.127674,0,0,60.91554,5.344832,16.09631,0.345848,705.8575,-0.396841,2 sport,22.64515,20.94109,2.497367,7.199636,12.68973,13.91237,0.213636,0.907552,0,12.2387,6.754771
94,1348661262,Google,0,4,0.762064,0.527583,0.234481,4.571483,1.75861,0.047025,0,0,35.8087,0.397301,57.92952,1.555777,455.3628,-0.601174,2 sport,21.47987,24.30139,1.57911,8.524655,11.59834,15.89096,0.223911,0.752436,0,10.07479,5.574541
95,1348661262,MapQuest,0,4,0.531536,0.472476,0.05906,3.793905,2.126142,0.047038,0,0,17.97773,29.40893,50.75054,0.391099,510.215,-0.733364,2 sport,22.75116,25.0627,0.891925,8.582825,11.80117,15.56428,0.297878,0.596243,0,9.159551,5.292266
96,1348661262,Shortest Path,0,4,0.613002,0.367801,0.245201,0,1.961605,0,0,0,11.40045,19.55877,61.07977,0.777952,479.8576,-0.57485,2 sport,22.57062,24.26192,0.971428,8.993155,12.09492,15.96611,0.305621,0.655795,0,8.407444,5.773
97,1350035058,Endomondo,1,4,0.743047,0.217477,0.52557,87.18204,2.827203,0,0,0,3.33932,18.46961,42.88451,3.235516,637.1356,-0.097357,2 sport,29.878,21.99601,1.005852,16.11798,13.86766,10.73362,0.064424,0.476491,0,5.859972,0
98,1350035058,Google,0,4,0.7977,0.365612,0.432087,2.063004,2.127199,14.09983,0,0,0.349478,79.51616,0.024439,1.690333,27.65359,-0.523098,2 sport,39.63359,30.37654,0.988758,11.84414,9.951643,6.653426,0.019754,0.532151,0,0,0
99,1350035058,MapQuest,0,4,0.554922,0.237824,0.317098,28.37609,2.325386,0,0,0,0.067235,30.79859,30.2881,6.147788,265.0412,-0.134852,2 sport,30.7699,21.43805,1.080424,15.29741,16.63241,13.36774,0,1.265769,0,0.148298,0
100,1350035058,Shortest Path,0,4,0.474925,0.203539,0.271385,0,2.035391,6.694213,0,0,1.206437,77.84074,0,0.99617,25.88338,-0.628284,2 sport,39.28257,28.96589,0.943346,12.61302,10.71859,6.906381,0.020089,0.550127,0,0,0
337,1365965990,Endomondo,1,4,0,0,0,150.442,0,0,0,0,100,0,0,0,12.39134,-0.696648,2 sport,12.62022,2.941074,0.441544,10.65347,25.48629,20.55339,6.228976,21.07503,0,0,0
338,1365965990,Google,0,4,0,0,0,150.493,0,0,0,0,100,0,0,0,12.38882,-0.696851,2 sport,12.6188,2.940419,0.441446,10.65528,25.48618,20.55438,6.227588,21.0759,0,0,0
339,1365965990,MapQuest,0,4,4.569983,1.054611,3.515371,19.29513,1.406149,0,0,0,10.09979,0,0,20.50759,1.757686,-0.046964,2 sport,22.08966,19.60976,0.12868,15.86265,17.24316,23.18903,0.016784,1.86027,0,0,0
340,1365965990,Shortest Path,0,4,3.354933,2.5162,0.838733,0,1.677467,0,0,0,23.79623,0,0,10.38573,2.096833,-0.067636,2 sport,23.05276,18.25306,0.180216,14.54789,17.40985,23.78685,0.047947,2.721426,0,0,0
