OBJECTID,tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,WorkoutType,percImpervious,percRoadRailroad,percBareGround,percBldg,percGrass,percTree,percWetland,percInlandWater,percCropland,percOcean,percBeach
308,662155460,Shortest Path,0,4,0.543088,0.203658,0.33943,0,1.561379,0,29.32742,0,0,0,69.97456,1.42579,5.091455,-0.794596,2 sport,23.9952,20.13179,0.525363,10.88984,22.17607,19.21979,0.257669,1.165336,1.638949,0,0
385,665009631,Endomondo,1,4,0.436412,0.187034,0.249378,20.72795,0.311723,0,0,2.533483,0,0,2.533483,1.999783,3.553638,-0.704724,2 sport,13.08778,10.18366,0.860594,7.070228,23.96591,33.42064,2.34345,2.801473,5.956199,0.310069,0
386,665009631,Google,0,4,0.185038,0.148031,0.037008,1.6915,0.666138,54.52189,23.74437,0,0,0,34.78056,1.089432,14.58102,-0.198066,2 sport,24.02996,20.16341,1.657627,6.821003,28.10578,15.38306,0.355161,0.690443,2.793548,0,0
387,665009631,MapQuest,0,4,0.436412,0.187034,0.249378,20.72795,0.311723,0,0,2.533483,0,0,2.533483,1.999783,3.553638,-0.704724,2 sport,13.08778,10.18366,0.860594,7.070228,23.96591,33.42064,2.34345,2.801473,5.956199,0.310069,0
388,665009631,Shortest Path,0,4,0.188168,0.150535,0.037634,0,0.865574,0,24.12053,0,0,0,36.13537,2.388769,14.75239,-0.224548,2 sport,24.18097,20.54645,1.749142,6.721544,27.8147,15.37065,0.348874,0.707933,2.559732,0,0
389,665565101,Endomondo,1,4,1.76626,0.824255,0.942006,20.05581,0.588754,23.7678,0,1.010212,0,0,5.616992,60.46048,11.06857,-0.040464,2 sport,12.8911,7.846509,0.306549,8.760486,21.1953,47.98783,0.071796,0.770859,0.16957,0,0
390,665565101,Google,0,4,1.037206,0.388952,0.648254,9.036425,0.518603,0,0,0,0,0,47.97379,17.06816,9.334854,-0.127918,2 sport,14.76924,8.445914,0.29924,10.13437,21.28585,44.56923,0.008786,0.487364,0,0,0
391,665565101,MapQuest,0,4,0.876943,0.501111,0.375833,12.84261,1.002221,0,0,0,0,0,1.004269,18.56765,7.89249,-0.02468,2 sport,18.08637,9.923622,0.424265,12.87304,21.07667,37.23614,0.017449,0.362445,0,0,0
392,665565101,Shortest Path,0,4,1.837765,0.848199,0.989566,0,0.989566,0,0,3.084327,3.563152,0,20.5595,23.53561,22.47728,-0.125517,2 sport,14.30433,10.0615,0.374069,8.217107,21.17694,45.43388,0,0.432182,0,0,0
397,669603378,Endomondo,1,4,0.943459,0.524144,0.419315,25.96506,1.310359,39.65328,0,0,2.069505,1.853267,19.57117,17.22136,5.241437,-0.079328,2 sport,21.73993,16.76466,0.523226,11.7398,22.39742,23.58529,0.565462,1.008838,1.675373,0,0
398,669603378,Google,0,4,0.79559,0.340967,0.454623,16.18206,1.250213,0,27.90124,0,0,0,50.75852,10.8147,7.444451,-0.118625,2 sport,23.28288,18.25909,0.498013,12.10693,22.02193,20.81283,0.231724,1.411035,1.375561,0,0
399,669603378,MapQuest,0,4,0.52819,0.198071,0.330119,0,1.254452,0,31.42916,0,0.505344,0,86.99049,2.514923,16.77004,-0.737574,2 sport,25.52,23.17624,0.421587,12.12143,18.0392,19.46153,0.164946,0.638705,0.456368,0,0
400,669603378,Shortest Path,0,4,0.52819,0.198071,0.330119,0,1.254452,0,31.42916,0,0.505344,0,86.99049,2.514923,16.77004,-0.737574,2 sport,25.52,23.17624,0.421587,12.12143,18.0392,19.46153,0.164946,0.638705,0.456368,0,0
409,672776876,Endomondo,1,4,1.950502,0.886592,1.06391,8.296183,3.723686,0,19.58444,31.47528,0,0,51.74826,39.72536,905.565,-0.183649,2 sport,26.60081,21.72356,0.179405,29.29827,6.264271,6.54366,0,0.158131,0,9.231893,0
410,672776876,Google,0,4,2.805611,1.227455,1.578156,9.511442,2.104208,0,27.38144,0,61.74545,1.840324,16.06332,3.958433,2638.852,-0.555499,2 sport,22.73676,13.62738,6.311378,16.57425,8.065245,8.649396,0,0.196128,0,6.440484,17.39897
411,672776876,MapQuest,0,4,2.345961,1.17298,1.17298,14.59725,1.508118,0.644131,12.09834,0,74.70062,1.760352,1.272057,4.674028,2087.905,-0.375174,2 sport,18.89701,9.994637,9.685083,10.98168,9.122321,9.395217,0,0.188719,0,1.308813,30.42652
412,672776876,Shortest Path,0,4,0.768116,0.192029,0.576087,0,5.184784,0,33.56872,54.5869,5.507067,0,76.55737,0,1941.03,-0.347122,2 sport,27.71131,23.43596,0.100525,30.50468,4.033935,3.743784,0,0.170587,0,10.29921,0
365,675176271,Endomondo,1,4,3.005044,1.314707,1.690337,9.004147,0.563446,0,19.71939,0,22.42788,17.98438,0,46.14323,18.78152,-0.23786,2 sport,18.76701,15.24376,0.56856,12.3314,22.65167,23.24215,0,7.195457,0,0,0
366,675176271,Google,0,4,1.766547,0.785132,0.981415,4.301653,0.588849,0,20.57696,0,0,18.7665,0,29.03916,22.37626,-0.279473,2 sport,17.79632,15.63575,0.746052,9.969045,24.20752,25.46844,0,6.176874,0,0,0
367,675176271,MapQuest,0,4,1.602244,0.801122,0.801122,2.21981,1.802525,0,1.800326,0,0,6.128422,0.30678,19.95329,47.4665,-0.101591,2 sport,31.40648,22.31652,0.740381,16.78277,18.20462,9.473693,0.04697,1.028572,0,0,0
368,675176271,Shortest Path,0,4,2.661443,1.023632,1.637811,0,1.637811,0.935789,5.663975,0,0.383325,8.5413,0,17.13058,11.05523,-0.099148,2 sport,31.91168,22.11017,0.625158,16.06616,16.6047,8.962237,0.036774,3.683122,0,0,0
417,675670157,Endomondo,1,4,3.877928,1.396054,2.481874,28.99255,0.155117,48.92393,0.586483,0,12.20659,0,0.586483,0.460851,102.3773,-0.033448,2 sport,14.62715,14.63282,1.054663,1.390238,23.09851,29.77027,4.2647,4.396533,0,6.76511,0
418,675670157,Google,0,4,0.393639,0.393639,0,1.661482,0.393639,0,67.61515,0,29.62134,0,68.18395,0.417489,175.1693,-0.616325,2 sport,14.92138,22.4931,0.831712,0.94313,17.57815,33.354,0.835635,0.316992,0,8.725912,0
419,675670157,MapQuest,0,4,0.198385,0.198385,0,0.859439,0.396769,0,98.07774,0,0,0,98.07774,0.420937,174.9752,-0.847486,2 sport,13.66336,22.5477,0.878246,0.60182,18.41552,34.20263,0.882985,0.319075,0,8.488659,0
420,675670157,Shortest Path,0,4,0.800358,0.400179,0.400179,0,0.400179,8.830563,90.43532,0,0.539995,0,90.43532,0,174.278,-0.939454,2 sport,11.39609,22.15676,0.896922,0.755009,19.48752,35.61856,0.798061,0.322095,0,8.568992,0
421,676323495,Endomondo,1,4,1.763512,0.822972,0.94054,4.495821,2.468917,53.19555,0,7.288764,4.056814,0.658277,29.72929,3.628407,48.79051,-0.687649,2 sport,29.12994,32.56032,0.627351,14.19884,10.01412,12.58453,0,0.884891,0,0,0
422,676323495,Google,0,4,1.707731,0.683092,1.024639,7.909081,2.22005,61.49997,3.318597,1.380878,0.739146,0.788851,27.82359,1.87362,44.68562,-0.518132,2 sport,28.51899,31.42261,0.564696,14.93289,10.23385,13.47486,0,0.85211,0,0,0
423,676323495,MapQuest,0,4,0.970138,0.399469,0.57067,7.639441,1.997344,0,0,7.075738,0,0.08328,56.07384,0,102.9488,-0.286767,2 sport,21.83948,17.23645,0.571987,17.17148,10.97628,31.33256,0,0.807029,0,0.064745,0
424,676323495,Shortest Path,0,4,0.491412,0.18428,0.307133,0,2.702768,0,0,7.61562,0,0.089634,30.98152,1.050591,51.47545,-0.336258,2 sport,30.70802,32.08041,0.575463,14.976,9.118726,11.76429,0,0.777083,0,0,0
425,676807417,Endomondo,1,4,1.455716,0.529351,0.926365,48.74374,1.19104,30.47189,4.202274,2.190403,0.780762,3.998061,3.468832,13.7419,86.94592,-0.437271,2 sport,28.59753,22.19069,1.194296,12.3579,16.05151,15.05179,0,4.556278,0,0,0
426,676807417,Google,0,4,1.613736,0.645494,0.968241,21.98044,2.097856,18.33503,14.5291,3.921384,0,14.05912,12.34539,3.590196,87.14172,-0.50083,2 sport,32.83878,26.12498,1.844912,12.82809,12.96912,8.563867,0,4.830255,0,0,0
427,676807417,MapQuest,0,4,2.005571,0.364649,1.640922,7.963562,2.734869,0,0,3.00434,0,4.250451,44.43561,22.20903,66.18385,-0.342511,2 sport,31.34246,21.94658,1.791498,20.57742,12.92198,9.810201,0,1.609868,0,0,0
428,676807417,Shortest Path,0,4,1.574753,0.787377,0.787377,0,1.377909,0,0,0,1.146773,0,30.40785,65.95494,30.51085,-0.148883,2 sport,31.51524,21.55376,1.790221,22.56023,11.58526,9.380104,0,1.615184,0,0,0
437,679571769,Endomondo,1,4,0.917697,0.229424,0.688273,4.474418,0.917697,0,9.367065,0,0,32.78089,31.81581,0,4.588485,-0.278746,2 sport,26.12812,25.0827,1.362515,11.71982,14.07201,14.84785,0.413963,6.373024,0,0,0
438,679571769,Google,0,4,0.684762,0.228254,0.456508,5.009996,0.684762,0,26.70091,0,0,25.09956,3.695988,4.764973,0.79889,-0.284591,2 sport,25.98708,21.34548,2.899683,14.10746,16.31157,11.04154,4.403188,3.903999,0,0,0
439,679571769,MapQuest,0,4,0.825732,0.353885,0.471847,1.5964,1.179617,0,9.731175,0,0,0,21.97722,4.606379,6.841778,-0.438617,2 sport,25.76046,19.30578,0.538672,18.58208,18.49519,14.70429,0.540551,2.072972,0,0,0
440,679571769,Shortest Path,0,4,2.037362,0.838914,1.198448,0,0.838914,0,9.783361,0,0,0,13.93167,30.84722,2.037362,-0.386077,2 sport,26.3584,17.44502,0.538269,19.45597,18.34534,15.11092,0.586766,2.15932,0,0,0
441,680394764,Endomondo,1,4,1.793692,1.395094,0.398598,5.371137,0.398598,28.95309,0,0,0.758526,0,0,27.7911,10.96145,-0.724554,2 sport,25.25407,13.70351,1.154897,10.93905,27.23989,21.07886,0.043566,0.586162,0,0,0
442,680394764,Google,0,4,0.793191,0.594893,0.198298,5.903225,0.396596,5.516618,0,0,0,0,0,24.06494,9.914889,-0.985298,2 sport,26.30613,12.4437,1.206077,10.31325,28.09445,20.82267,0.671699,0.14203,0,0,0
443,680394764,MapQuest,0,4,0.793191,0.594893,0.198298,5.903225,0.396596,5.516618,0,0,0,0,0,24.06494,9.914889,-0.985298,2 sport,26.30613,12.4437,1.206077,10.31325,28.09445,20.82267,0.671699,0.14203,0,0,0
444,680394764,Shortest Path,0,4,1.260023,0.840015,0.420007,0,0.420007,30.33053,0,0,0.794613,0,0,25.35015,9.660173,-1.007273,2 sport,24.4803,12.57357,1.188008,11.25736,27.6622,22.17671,0.045789,0.616066,0,0,0
297,680577190,Endomondo,1,4,0.778866,0.155773,0.623093,42.02743,0.467319,0,65.97517,0,0,0,0,0,1.246185,-0.347918,2 sport,19.28179,16.5517,0.872736,12.81043,26.70313,19.59886,0.271339,3.910007,0,0,0
298,680577190,Google,0,4,0.221777,0,0.221777,0,0.66533,0,51.83686,0,0,0,0,0,0.66533,-0.906925,2 sport,20.07276,18.74694,0.885923,15.22249,22.66582,18.36913,0.607815,3.429126,0,0,0
299,680577190,MapQuest,0,4,0.636724,0.212241,0.424483,4.240085,1.697931,0,17.97523,0,0,43.9812,0,0,3.183621,-0.253678,2 sport,21.06367,20.77581,0.585801,14.54349,20.62222,21.015,0.306329,1.087677,0,0,0
300,680577190,Shortest Path,0,4,0.221241,0,0.221241,0,0.663722,0,51.95989,0,0,0,0,0,0.663722,-0.903005,2 sport,20.09109,18.71777,0.889079,15.1885,22.66322,18.42287,0.606388,3.421078,0,0,0
293,680849292,Endomondo,1,4,0.718764,0.718764,0,3.689553,0,1.356864,0,0,28.87334,0,0,64.65796,53.18851,-0.680398,2 sport,13.09341,15.6451,5.452422,1.206176,23.81388,16.64297,0,0.316674,0,4.066093,19.76327
294,680849292,Google,0,4,1.0704,0.7136,0.3568,4.439844,0,4.114391,0,14.65707,7.11494,14.65707,0,68.50208,51.0224,-0.888262,2 sport,13.60625,15.8079,5.432697,1.331914,24.32459,16.45775,0,0.30952,0,4.051764,18.67761
295,680849292,MapQuest,0,4,1.481834,0,1.481834,0.589233,0.740917,2.186497,0,19.52519,0,73.91338,0,18.48546,59.27337,-0.107287,2 sport,18.37201,24.33724,5.407793,1.462348,27.56309,17.67849,0,0.319979,0,4.188686,0.670364
296,680849292,Shortest Path,0,4,1.863207,1.117924,0.745283,0,0.745283,0,0,17.79782,9.208418,39.34056,0,51.45102,52.54243,-0.950675,2 sport,14.40813,18.81815,5.475673,1.312351,25.48502,15.44458,0,0.322614,0,4.223173,14.51031
445,681597828,Endomondo,1,4,4.009333,2.4056,1.603733,0.103938,0,0,0,0,0,0,0,65.3771,231.7394,-0.484237,2 sport,34.95877,15.34925,0.294235,25.79765,11.21157,7.276182,0,0.052104,0,5.060226,0
446,681597828,Google,0,4,4.257141,2.838094,1.419047,13.13227,1.419047,0,0,0,0,7.44683,0,65.67693,251.8808,-0.702994,2 sport,33.48207,17.10736,0.256156,26.59616,10.67317,7.312841,0,0.046824,0,4.525423,0
447,681597828,MapQuest,0,4,1.48541,1.48541,0,8.077909,2.97082,0,0,0,0,63.09416,0,22.29948,291.1403,-0.137804,2 sport,27.84792,24.91507,1.825954,33.3088,8.362586,3.739667,0,0,0,0,0
448,681597828,Shortest Path,0,4,5.6189,3.2108,2.4081,0,0,0,0,0,0,0,0,59.57964,223.9533,-0.695709,2 sport,35.84153,15.85019,0.290716,24.60258,11.16781,7.088514,0,0.052576,0,5.10608,0
449,682397932,Endomondo,1,4,1.322991,0.352798,0.970194,23.60597,0.529197,0,11.3174,0,0.947843,0,11.39038,26.73331,34.30958,-0.086807,2 sport,16.90024,8.33731,0.215266,14.3226,13.02508,46.71719,0.016644,0.46567,0,0,0
450,682397932,Google,0,4,1.125409,0.46892,0.656489,16.2455,0.562704,6.643061,22.3231,0,0,0,27.8711,9.849208,30.38604,-0.243513,2 sport,15.86909,11.33217,0.18557,13.16651,14.5446,44.38246,0,0.519597,0,0,0
451,682397932,MapQuest,0,4,0.867611,0.325354,0.542257,0.524052,0.75916,0,0,0,0,0,10.03628,7.900472,25.26918,-0.440585,2 sport,13.88314,9.285544,0.225686,13.19181,16.06131,46.84018,0.000432,0.5119,0,0,0
452,682397932,Shortest Path,0,4,0.872158,0.327059,0.545099,0,0.763138,0,0,0,0,0,20.22267,17.55714,17.55218,-0.627933,2 sport,12.83326,7.503765,0.130561,13.76067,14.90656,50.37906,0.000435,0.485686,0,0,0
