OBJECTID,tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,WorkoutType,percIndustrial,percRoadRailroad,percPort,percUrbanFabric,percUrbanGreen,percCropland,percForest,percGrassShrub,percMarshland,percWaterbody,percBeach
478,1374565140,Google,0,4,3.337082,1.820227,1.516856,5.84656,0,62.73166,0,0,33.14569,0,0,0,0,-0.174378,1 commute,26.06863,0,0,42.65503,31.27634,0,0,0,0,0,0
479,1374565140,MapQuest,0,4,2.54682,1.4149,1.13192,13.4737,0.28298,90.00131,0,0,1.712871,0,0,0,0,-0.331126,1 commute,26.11857,0,0,59.14429,14.73714,0,0,0,0,0,0
480,1374565140,Shortest Path,0,4,8.027698,3.532187,4.495511,0,0,63.37366,0,0,22.24357,0,0,0,0,-0.171106,1 commute,26.96882,0,0,35.96914,37.06204,0,0,0,0,0,0
493,1376175400,Endomondo,1,4,1.895673,0.812431,1.083242,19.28627,0.406216,99.40719,0,0,0,0,0,0,0.406216,-0.21585,1 commute,0,2.387697,0,77.49899,20.11331,0,0,0,0,0,0
494,1376175400,Google,0,4,1.751174,0.875587,0.875587,10.68222,0.729656,13.23188,0.924408,0,0.217634,0,16.79716,13.66074,0.291862,-0.190833,1 commute,0,1.300219,0,83.813,14.88678,0,0,0,0,0,0
495,1376175400,MapQuest,0,4,1.670077,1.214602,0.455476,6.385386,0.607301,98.93417,0.963267,0.102565,0,0,0,0,0.607301,-0.325178,1 commute,0,1.288855,0,85.32221,13.38893,0,0,0,0,0,0
496,1376175400,Shortest Path,0,4,4.845594,2.584317,2.261277,0,0.32304,31.54154,1.027255,0,4.266231,0,0.172129,26.11119,0.646079,-0.25047,1 commute,0,2.921972,0,73.70226,23.37578,0,0,0,0,0,0
497,1376585910,Endomondo,1,4,1.517766,0.624962,0.892803,3.141188,0.08928,34.47357,38.88843,0,0,0,0,8.373798,0.535682,-0.299061,1 commute,0,1.661279,0,20.86027,20.11494,57.36351,0,0,0,0,0
498,1376585910,Google,0,4,2.492257,0.913828,1.57843,10.84505,0.249226,77.77699,0.350277,1.429493,0,0,0,4.595887,1.246129,-0.599726,1 commute,9.038931,1.555537,0,15.34516,21.49163,52.56874,0,0,0,0,0
499,1376585910,MapQuest,0,4,1.936347,0.926079,1.010268,9.378642,0,78.87894,0.27691,4.946251,1.389312,0,0,5.255946,2.441481,-0.1263,1 commute,7.807167,1.578498,0,10.75939,12.09898,67.67065,0,0,0,0.085324,0
500,1376585910,Shortest Path,0,4,1.473357,0.552509,0.920848,0,0.092085,45.52613,0.388528,0,0,0.356502,0,5.097763,1.012933,-0.610415,1 commute,12.34943,1.701149,0,11.1908,17.30575,57.45287,0,0,0,0,0
501,1376593012,Endomondo,1,4,1.939852,0.81678,1.123072,5.756313,1.123072,8.032091,4.685293,1.027705,0,1.581178,22.52056,17.84137,0.81678,-0.251647,1 commute,4.297994,0,28.32583,60.55055,3.469095,0,0,0,3.356529,0,0
502,1376593012,Google,0,4,1.947815,1.025166,0.922649,5.323919,0.717616,47.6077,3.212767,0,2.906629,0,11.98481,10.38332,0.205033,-0.279102,1 commute,4.236504,0,4.750643,59.20823,16.48329,0,0,0,15.32134,0,0
503,1376593012,MapQuest,0,4,2.144229,1.021062,1.123168,5.7473,1.32738,89.43645,4.645691,0,0,0,0.465032,0.568086,0.612637,-0.171704,1 commute,4.230848,0,26.43253,60.2177,4.518382,0,0,0,4.600534,0,0
504,1376593012,Shortest Path,0,4,1.727592,0.647847,1.079745,0,1.187719,70.827,2.999112,0.340263,0,0,13.22972,0.303047,0.431898,-0.210554,1 commute,0.599651,0,0.021805,88.46489,0.479721,0,0,0,10.43393,0,0
505,1376608864,Endomondo,1,4,2.608353,1.460678,1.147675,29.74598,0.208668,75.79758,2.86506,0,0,0,0,0.489408,1.043341,-0.285129,1 commute,10.26424,2.726603,0,46.13117,4.326771,36.55122,0,0,0,0,0
506,1376608864,Google,0,4,2.005591,1.17976,0.825832,14.74316,0.58988,38.26913,5.034176,7.942357,0,15.29511,17.90286,3.106751,1.17976,-0.356466,1 commute,2.583766,5.391694,0,59.49741,17.29589,15.23124,0,0,0,0,0
507,1376608864,MapQuest,0,4,2.513222,1.196772,1.31645,13.11201,0.598386,81.61977,1.196722,0,0,0,0,0,1.077095,-0.435372,1 commute,10.38008,5.869617,0,50.97426,17.54871,15.22733,0,0,0,0,0
508,1376608864,Shortest Path,0,4,4.196449,2.16591,2.03054,0,0.541477,33.57923,0,0,4.363665,11.81113,16.66292,2.19447,1.218324,-0.166009,1 commute,3.19554,7.274952,0,60.04895,15.47457,14.00598,0,0,0,0,0
513,1376859212,Endomondo,1,4,2.67416,1.00281,1.67135,0.563482,0.66854,25.56385,53.36957,2.210074,11.80212,0,0.910747,3.696153,2.67416,-0.803445,1 commute,0,0,0,94.70743,5.292571,0,0,0,0,0,0
514,1376859212,Google,0,4,2.401474,1.334152,1.067322,25.9802,1.600983,14.0989,18.03678,5.932596,9.937808,0,30.21804,0,1.067322,-0.07178,1 commute,0,0,0,95.72604,4.273958,0,0,0,0,0,0
515,1376859212,MapQuest,0,4,3.007806,1.002602,2.005204,0.584352,0.668401,25.21226,52.63556,2.179678,11.6398,0,0.898221,4.103021,2.673605,-0.772753,1 commute,0,0,0,94.70743,5.292571,0,0,0,0,0,0
516,1376859212,Shortest Path,0,4,6.723072,3.361536,3.361536,0,1.008461,3.262305,32.18353,1.128312,26.23865,0,1.128312,17.60424,1.008461,-0.159244,1 commute,0,0,0,94.51917,5.480834,0,0,0,0,0,0
517,1376873390,Endomondo,1,4,0.729384,0.520989,0.208396,4.099427,0,30.02617,20.28157,0,0,0,0,0.628005,0.833582,-0.852597,1 commute,2.102102,0,0,13.68955,30.70312,53.50523,0,0,0,0,0
518,1376873390,Google,0,4,0.625142,0.416761,0.20838,4.106911,0,30.34068,20.19041,0,0,0,0,0.625183,0.833522,-0.842105,1 commute,2.102102,0,0,13.68955,30.70312,53.50523,0,0,0,0,0
519,1376873390,MapQuest,0,4,0.700104,0.40006,0.300045,8.453079,0.20003,42.93691,0,0,0,0,0,0.115644,1.100164,-0.306912,1 commute,2.259156,0,0,38.72412,4.578025,54.43869,0,0,0,0,0
520,1376873390,Shortest Path,0,4,1.4101,0.650815,0.759285,0,0.650815,29.78019,0,0,0,50.77666,0,0,0.650815,0.002731,1 commute,2.655539,9.234772,0,34.04509,5.18101,48.88359,0,0,0,0,0
