OBJECTID,tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,WorkoutType,percImpervious,percRoadRR,percBareGround,percBldg,percGrass,percTree,percWetland,percInlandWater,percCropland,percOcean,percBeach
327,1821259519,MapQuest,0,4,0.191848,0.191848,0,0.002838,1.534784,0,0,0,0,0,66.73265,0,4.412504,-1.014734,1 commute,24.60025,17.54641,0.645801,11.2171,19.84268,25.79949,0.054511,0.293753,0,0,0
328,1821259519,Shortest Path,0,4,0.191853,0.191853,0,0,1.534827,0,0,0,0,0,66.73265,0,4.412629,-1.014706,1 commute,24.60006,17.54681,0.645816,11.21736,19.84313,25.79856,0.054512,0.293759,0,0,0
193,651073276,Endomondo,1,4,1.186857,0.890142,0.296714,21.11272,0.890142,0,0,0,44.65958,0,0.251084,55.08933,30.56156,-0.001844,1 commute,11.89141,8.665788,0.733519,6.191182,20.08023,52.35041,0.037317,0.050145,0,0,0
194,651073276,Google,0,4,1.021629,0.681086,0.340543,5.525181,1.021629,51.14934,0,0,0,0,19.218,0.292359,4.086515,-0.646796,1 commute,15.40084,10.41492,0.480442,6.864983,19.37249,47.32754,0,0.138794,0,0,0
195,651073276,MapQuest,0,4,1.021629,0.681086,0.340543,5.525181,1.021629,51.14934,0,0,0,0,19.218,0.292359,4.086515,-0.646796,1 commute,15.40084,10.41492,0.480442,6.864983,19.37249,47.32754,0,0.138794,0,0,0
196,651073276,Shortest Path,0,4,3.593586,1.796793,1.796793,0,0.359359,0,0,0,0,0,4.207223,69.53638,1.078076,0.022093,1 commute,14.63654,10.14635,0.444179,13.27838,22.29293,37.91464,0.019931,1.267048,0,0,0
201,651441499,Endomondo,1,4,1.223858,0.244772,0.979086,6.599856,3.426803,0,0,0,0,29.50719,29.95415,34.94427,732.3567,-0.425521,1 commute,28.30405,23.49816,0.273901,18.86224,11.13377,9.813806,0,0.677953,0,7.436114,0
202,651441499,Google,0,4,1.017944,0.508972,0.508972,2.530681,2.799346,0,0,0,0,38.20755,9.657018,49.56234,811.3013,-0.30677,1 commute,28.5947,20.67183,0.334811,21.13735,13.98667,9.382761,0,0.345871,0,5.546004,0
203,651441499,MapQuest,0,4,2.314792,0.841742,1.473049,23.99337,1.473049,0.043963,0,0,71.1472,1.876527,0.205143,6.237834,1108.785,-0.028693,1 commute,21.556,6.86494,1.19784,13.81788,6.869212,7.769728,0,0.169167,0,1.394347,40.36089
204,651441499,Shortest Path,0,4,1.304631,0.521852,0.782779,0,3.131114,0,0,0,0,28.71666,67.73444,0,809.1321,-0.511295,1 commute,27.25404,24.40911,0.218999,16.15119,12.81145,11.32701,0,0.464857,0,7.363332,0
205,651444727,Endomondo,1,4,1.534708,0.920825,0.613883,13.95178,0.383677,26.45727,0,0,0,0,1.0806,51.07563,22.17653,-0.241214,1 commute,14.12186,8.357551,0.527481,8.786515,22.00319,44.7275,0.009883,0.162136,1.303879,0,0
206,651444727,Google,0,4,0.434757,0.260854,0.173903,0.56354,0.521708,0,0,0,0,0,61.75714,17.07522,17.04247,-0.870932,1 commute,13.40347,8.968212,0.437533,7.175817,21.26521,46.4883,0.053003,0.368941,1.839509,0,0
207,651444727,MapQuest,0,4,0.436495,0.261897,0.174598,0.163191,0.611092,0,0,0,0,0,58.13998,15.7431,18.07087,-1.01245,1 commute,13.98105,9.057464,0.440929,7.949578,20.91246,45.50639,0.035817,0.269843,1.846475,0,0
208,651444727,Shortest Path,0,4,0.874414,0.524648,0.349765,0,0.786972,0,0,0,0,0,67.29855,24.22083,4.284626,-0.659101,1 commute,14.41832,8.962114,0.495511,7.880714,21.4106,46.38469,0.037687,0.320686,0.08968,0,0
369,651965092,Endomondo,1,4,0.82557,0.206393,0.619178,0.000301,0.412785,69.40959,0,0,0,19.50411,0,11.08629,5.985386,-1.141074,1 commute,24.83748,24.8187,0.520221,7.561577,25.6223,16.07866,0.115968,0.445087,0,0,0
370,651965092,Google,0,4,0.823988,0.205997,0.617991,0.192397,0.411994,69.40959,0,0,0,19.50411,0,11.08629,6.179907,-1.142993,1 commute,24.87529,24.86387,0.526573,7.547277,25.57874,16.04826,0.115748,0.444245,0,0,0
371,651965092,MapQuest,0,4,0.821929,0.205482,0.616447,0.443302,1.438376,0,0,0,0,26.16688,0,11.24269,9.863153,-0.224041,1 commute,23.43197,29.27147,0.376505,5.94846,24.74689,15.69532,0.108967,0.420417,0,0,0
372,651965092,Shortest Path,0,4,0.825573,0.206393,0.61918,0,0.412787,69.40959,0,0,0,19.50411,0,11.08629,5.985404,-1.141071,1 commute,24.83748,24.8187,0.520221,7.561577,25.6223,16.07866,0.115968,0.445087,0,0,0
221,651992804,Endomondo,1,4,0.996858,0.398743,0.598115,0.114972,0.398743,62.11166,0,0,25.98646,0,0,11.4562,6.978009,-0.782873,1 commute,24.76066,24.41546,0.425764,8.115581,25.32071,16.45945,0.110588,0.391798,0,0,0
222,651992804,Google,0,4,0.997413,0.598448,0.398965,0.05936,0.398965,62.40532,0,0,0,25.89294,0,11.43796,6.38344,-1.015855,1 commute,25.10598,24.61061,0.443771,7.988664,25.2203,16.11308,0.111141,0.406459,0,0,0
223,651992804,MapQuest,0,4,0.997309,0.398923,0.598385,0.069789,1.595694,0,0,0,0,26.06285,0,11.45754,10.17255,-0.245161,1 commute,23.70362,28.87178,0.296068,6.340597,24.35418,15.94742,0.104216,0.382125,0,0,0
224,651992804,Shortest Path,0,4,1.397206,0.798404,0.598803,0,0.399202,62.18798,0,0,11.83987,14.1512,0,11.44571,6.986032,-1.018279,1 commute,24.86047,24.57188,0.449985,8.428074,24.93918,16.23205,0.111304,0.407054,0,0,0
321,652001285,Endomondo,1,4,2.143294,1.386837,0.756457,58.04469,0.504304,0,35.24183,0,0,0,0,31.6912,0.378228,-0.081725,1 commute,19.42889,14.85715,0.743085,13.73797,26.63074,18.0974,1.095418,5.402277,0.007077,0,0
322,652001285,Google,0,4,0.597765,0.39851,0.199255,0.00087,0.996274,0,18.45123,0,0,0,46.77014,0,2.590313,-1.124418,1 commute,24.77415,19.95306,0.740373,14.22855,22.11747,15.907,0.412719,1.866686,0,0,0
323,652001285,MapQuest,0,4,0.597157,0.199052,0.398105,0.102579,0.995262,0,18.28846,0,0,0,46.35757,0.882125,2.587681,-1.097829,1 commute,24.7266,19.95885,0.738308,14.20353,22.17219,15.91121,0.414655,1.874654,0,0,0
324,652001285,Shortest Path,0,4,0.59777,0.199257,0.398513,0,0.996283,0,18.45123,0,0,0,46.77014,0,2.590335,-1.12441,1 commute,24.77375,19.95337,0.740385,14.22878,22.11703,15.90725,0.412725,1.866715,0,0,0
225,652014143,Endomondo,1,4,3.06371,1.531855,1.531855,29.67046,0.382964,0.586598,0,0,86.09722,0,0,0.173566,2399.843,-0.510652,1 commute,21.38412,5.028085,11.32873,8.32058,11.49887,10.71653,0,0.299883,0,6.243154,25.18005
226,652014143,Google,0,4,2.107826,1.171015,0.936812,6.017222,0.702609,0.161372,0,0,66.36255,0,0,0,3791.98,-0.477476,1 commute,19.31953,6.017283,4.123248,15.05117,10.16862,11.46907,0,0.237808,0,0.562687,33.05059
227,652014143,MapQuest,0,4,2.552522,0.92819,1.624332,7.002,0,0,0,0,100,0,0,0,2784.802,-0.792066,1 commute,14.95555,2.244083,13.36791,6.622529,10.51896,10.77497,0,0.238194,0,0.501707,40.7761
228,652014143,Shortest Path,0,4,1.241477,0.744886,0.496591,0,0,1.587121,0,0,98.41288,0,0,0,1815.536,-0.055559,1 commute,2.339394,0,2.835153,0.884513,2.75858,1.38518,0,0.081481,0,0.732349,88.98335
229,652117103,Endomondo,1,4,2.786615,1.857743,0.928872,15.34886,3.947705,0,0,0,0.217154,65.42734,0,28.93958,189.4898,-0.592212,1 commute,38.2172,22.67847,0.211575,24.88053,6.956005,4.639812,0,0.233847,0,2.182567,0
230,652117103,Google,0,4,1.794545,1.121591,0.672954,19.41109,3.140454,10.97335,0,0,19.52672,39.04809,0,21.41366,159.0415,-0.480397,1 commute,35.42824,16.32772,0.532163,18.91776,6.417309,4.518008,0,0.447053,0,3.023652,14.3881
231,652117103,MapQuest,0,4,2.675391,1.216087,1.459304,10.13224,2.188956,39.75985,0,0,9.518782,29.27706,0,12.32217,104.3402,-0.345431,1 commute,32.4125,12.17905,0.75403,17.62177,7.061439,4.119744,0,0.372119,0,1.789107,23.69024
232,652117103,Shortest Path,0,4,1.875025,1.339304,0.535721,0,3.75005,0,0,0,0,73.59336,0,15.71304,122.9481,-0.872121,1 commute,37.41278,24.41723,0.285675,22.75628,7.951106,4.900014,0,0.201778,0,2.075125,0
241,652569335,Endomondo,1,4,1.243174,0.76503,0.478144,9.540045,2.868863,0,0,0,0,22.42471,56.05945,21.51585,534.8516,-0.631803,1 commute,29.36573,18.53771,0.217104,23.84891,14.00379,10.36165,0,0.274539,0,3.390577,0
242,652569335,Google,0,4,1.326425,0.663213,0.663213,10.5622,1.894893,0,0,0,12.34198,28.36636,32.92118,26.37049,282.0549,-0.454889,1 commute,27.97659,15.73405,0.51074,20.70948,13.97593,11.92195,0,0.250236,0,2.499696,6.421324
243,652569335,MapQuest,0,4,1.940255,0.582076,1.358178,7.977342,1.552204,17.71608,0,0,40.55949,30.2084,0,5.308328,649.3063,-0.276048,1 commute,26.8912,10.49704,1.113758,15.83906,7.604969,5.939253,0,0.244483,0,2.139328,29.73091
244,652569335,Shortest Path,0,4,1.047518,0.628511,0.419007,0,3.980568,0,0,0,0,45.15456,30.96016,18.76813,848.9084,-0.394239,1 commute,32.76959,22.68468,0.158696,25.18193,8.222442,5.99861,0,0.20978,0,4.774267,0
249,653007746,Endomondo,1,4,2.144649,1.128763,1.015886,4.56529,3.499164,0,0,0,1.327937,45.07352,22.85346,14.8131,506.9273,-0.367188,1 commute,31.96852,24.69465,0.169751,21.52658,9.530553,7.410938,0,0.269604,0,4.429406,0
250,653007746,Google,0,4,1.0645,0.53225,0.53225,10.87782,1.596749,0,0,0,2.428604,17.82426,31.79018,47.35052,363.3137,-0.107005,1 commute,30.71367,16.53023,0.452142,22.70467,15.69882,11.57883,0,0.261654,0,2.059993,0
251,653007746,MapQuest,0,4,2.355175,0.749374,1.605801,10.2528,1.498748,19.37096,0,0,45.60782,19.13109,0.124734,8.977814,772.6046,-0.198786,1 commute,26.2931,9.27489,1.212441,15.32445,6.788971,5.542525,0,0.270739,0,2.369077,32.92381
252,653007746,Shortest Path,0,4,1.180294,0.708176,0.472118,0,4.603147,0,0,0,1.381455,50.49769,33.66132,6.332613,884.2762,-0.281638,1 commute,34.08971,24.60929,0.139369,24.97307,5.975395,4.589735,0,0.236691,0,5.386738,0
253,653927802,Endomondo,1,4,1.753655,0.803759,0.949897,20.12129,1.753655,13.27044,0,0,14.37219,13.94825,23.59275,32.71972,389.1653,-0.117336,1 commute,29.63973,14.94649,0.594448,20.30094,17.06513,11.04037,0,0.44008,0,5.950378,0.022432
254,653927802,Google,0,4,1.461793,0.568475,0.893318,8.078603,1.543003,0.519676,0,0,23.52332,13.5904,28.05066,22.31162,1334.942,-0.364084,1 commute,26.12038,13.09722,1.679298,18.67183,13.88591,12.42288,0,0.271637,0,2.414585,11.43627
255,653927802,MapQuest,0,4,2.156998,0.829615,1.327384,5.797775,0.912576,15.53378,0,0,59.96141,13.27061,0,5.956469,1322.074,-0.250529,1 commute,23.64543,7.012658,5.576628,11.39451,8.555613,7.059353,0,0.267987,0,2.30225,34.18557
256,653927802,Shortest Path,0,4,1.404342,0.789942,0.6144,0,4.300798,0.587183,0,0,7.215973,38.02382,41.99549,5.668117,1277.249,-0.181035,1 commute,31.9006,21.86525,0.291875,26.98837,6.148733,4.556625,0,0.217234,0,4.299606,3.731701
313,656383197,Endomondo,1,4,2.752286,1.548161,1.204125,22.24579,4.472464,13.23502,0,1.681533,2.465959,9.793375,44.16569,15.07732,554.0695,-0.107503,1 commute,33.54496,23.39528,4.070599,26.33921,6.442249,4.969598,0,0.026138,0,1.211963,0
314,656383197,Google,0,4,0.841117,0.630838,0.210279,0.002568,6.098096,0,1.849408,0,0,88.93058,6.358479,1.934073,964.3403,-1.111115,1 commute,34.40248,31.71243,2.609361,20.08135,6.394058,4.653929,0,0,0,0.146397,0
315,656383197,MapQuest,0,4,0.841117,0.630838,0.210279,0.002568,6.098096,0,1.849408,0,0,88.93058,6.358479,1.934073,964.3403,-1.111115,1 commute,34.40248,31.71243,2.609361,20.08135,6.394058,4.653929,0,0,0,0.146397,0
316,656383197,Shortest Path,0,4,0.841138,0.630854,0.210285,0,6.098253,0,1.849408,0,0,88.93058,6.358479,1.934073,964.3651,-1.11109,1 commute,34.40305,31.71296,2.609405,20.08002,6.394164,4.654006,0,0,0,0.146399,0
261,657563586,Endomondo,1,4,1.565641,0.626256,0.939385,7.381408,0.626256,48.85691,0,0,2.480917,0,0,0,7.515078,-0.465459,1 commute,22.87567,12.73791,1.843792,5.67025,31.87268,9.838932,5.382584,9.778174,0,0,0
262,657563586,Google,0,4,1.441622,0.576649,0.864973,16.61914,0.576649,85.93916,0,0,9.480584,0,0,0,8.938058,-0.416142,1 commute,25.13346,12.76486,3.334666,8.705876,27.91195,9.40785,3.895539,8.845801,0,0,0
263,657563586,MapQuest,0,4,1.327099,0.66355,0.66355,1.346319,0.66355,0,0,0,0,13.1842,0,0,1.658874,-0.4152,1 commute,27.26645,16.21618,1.195645,11.79477,16.92157,12.65011,8.241736,5.713541,0,0,0
264,657563586,Shortest Path,0,4,4.37114,2.35369,2.017449,0,0.672483,25.15586,0,0,0,16.58091,0,0,7.397313,-0.418777,1 commute,29.2201,16.4525,3.278275,11.34174,16.79269,13.07058,6.371839,3.472287,0,0,0
269,657957481,Endomondo,1,4,2.091742,0.976146,1.115596,15.45504,0.278899,39.32,0,0,4.789976,0,0,0.349177,75.8605,-0.166647,1 commute,17.80933,10.63984,4.331296,5.57357,19.54196,25.04152,3.812128,1.336617,0,6.334527,5.57922
270,657957481,Google,0,4,0.620965,0.310483,0.310483,3.710415,0.776207,0,0,0,0,0,84.62453,14.20148,419.1516,-0.638398,1 commute,15.89098,20.76131,0.658588,5.600783,21.36538,26.86951,1.646779,0.575567,0,6.631104,0
271,657957481,MapQuest,0,4,0.160992,0.160992,0,0.006174,0.321983,0,0,0,0,0,72.62372,0.206135,130.5641,-1.093724,1 commute,16.41736,18.8471,0.894793,5.411733,22.2627,26.83481,1.704917,0.618979,0,7.007607,0
272,657957481,Shortest Path,0,4,0.161001,0.161001,0,0,0.322003,0,0,0,0,0,72.62372,0.206135,130.5722,-1.093662,1 commute,16.41478,18.84726,0.894862,5.412149,22.26185,26.83687,1.705048,0.619026,0,7.008147,0
309,657962010,Endomondo,1,4,1.783389,0.594463,1.188926,0,0,0,0,0,93.67619,0,0,6.323811,0,-0.70554,1 commute,16.44168,11.26212,0.394197,13.25602,20.47075,38.17524,0,0,0,0,0
310,657962010,Google,0,4,1.745117,0.581706,1.163411,2.193104,0,0,0,0,0,0,0,87.95795,0,-0.490275,1 commute,15.66601,10.81925,0.386482,12.28878,21.46324,39.37624,0,0,0,0,0
311,657962010,MapQuest,0,4,2.118922,1.271353,0.847569,40.27485,0,0,0,0,0,0,0,91.46787,1.271353,-0.290705,1 commute,16.86645,9.67758,0.376876,11.74127,26.30661,35.03121,0,0,0,0,0
312,657962010,Shortest Path,0,4,1.783389,0.594463,1.188926,0,0,0,0,0,93.67619,0,0,6.323811,0,-0.70554,1 commute,16.44168,11.26212,0.394197,13.25602,20.47075,38.17524,0,0,0,0,0
273,657987692,Endomondo,1,4,0.801026,0.100128,0.700897,4.914521,3.804872,0.657216,0,0,0,62.33669,26.67727,9.626834,781.0001,-0.997281,1 commute,29.74422,22.45258,0.173305,19.99262,8.030585,5.31949,0,0.245515,0,14.04169,0
274,657987692,Google,0,4,1.488601,0.69468,0.793921,5.853467,3.175682,0,0,0,18.69381,62.62348,10.69638,7.292825,649.8239,-1.010469,1 commute,28.01958,19.83866,0.439008,18.349,7.907344,5.695483,0,0.245139,0,12.48328,7.022519
275,657987692,MapQuest,0,4,1.748937,1.068794,0.680142,8.116144,2.429078,1.054378,0,0,38.96382,56.15159,0,3.151398,747.0873,-0.66228,1 commute,26.29348,15.37077,0.946346,15.77124,8.616436,6.270038,0,0.174808,0,6.055899,20.50098
276,657987692,Shortest Path,0,4,0.735343,0.105049,0.630294,0,3.991863,0.689691,0,0,3.033349,66.52221,24.93006,4.088013,815.6007,-1.108907,1 commute,29.27924,23.05035,0.181314,19.18484,7.924503,5.203117,0,0.257281,0,14.91935,0
289,659430819,Endomondo,1,4,2.741309,1.24605,1.49526,15.04314,0.49842,1.514056,0,0,1.892444,0,0,88.49188,48.34673,-0.041082,1 commute,24.59083,15.38024,0.29422,22.40463,14.76687,22.53329,0,0.029921,0,0,0
290,659430819,Google,0,4,2.318549,1.288083,1.030466,11.28899,0.77285,11.27998,0,0,0,0.585579,23.44673,57.80462,140.6587,-0.108211,1 commute,28.94774,20.8164,0.268526,25.30579,10.49703,14.14408,0,0.02042,0,0,0
291,659430819,MapQuest,0,4,0.573398,0.286699,0.286699,0,1.720194,0,0,0,0,0,39.39754,7.070823,95.47074,-0.730425,1 commute,22.50202,19.04285,0.231586,21.41829,11.33533,25.36649,0,0.103427,0,0,0
292,659430819,Shortest Path,0,4,0.573398,0.286699,0.286699,0,1.720194,0,0,0,0,0,39.39754,7.070823,95.47074,-0.730425,1 commute,22.50202,19.04285,0.231586,21.41829,11.33533,25.36649,0,0.103427,0,0,0
301,662888959,Endomondo,1,4,2.372404,1.186202,1.186202,1.056511,1.186202,46.76734,0.418714,0,20.06505,0,0,0.131624,0.593101,-0.165294,1 commute,27.75984,17.88104,0.380224,16.7509,15.13524,13.55117,0.091254,8.450325,0,0,0
302,662888959,Google,0,4,0.549223,0.549223,0,9.129928,2.196893,0,43.40671,0,0,54.95542,0,0,1.922282,-0.00007,1 commute,29.756,18.1286,1.727099,13.99069,17.80889,17.54642,0.085329,0.956979,0,0,0
303,662888959,MapQuest,0,4,0.599309,0.299655,0.299655,0.009668,1.498273,0,0,0,0,0,0,0,5.993091,-0.771409,1 commute,27.89571,18.31817,0.354985,15.48182,16.6361,12.46914,0.116369,8.727695,0,0,0
304,662888959,Shortest Path,0,4,0.599367,0.299683,0.299683,0,1.498418,0,0,0,0,0,0,0,5.99367,-0.771312,1 commute,27.89599,18.31754,0.355019,15.48327,16.63414,12.47032,0.11638,8.727341,0,0,0
381,664843760,Endomondo,1,4,1.319361,0.604707,0.714654,9.646791,2.253908,0,8.043462,21.1065,0,24.5877,27.63109,22.49194,555.9457,-0.393687,1 commute,32.31039,21.02238,1.827294,23.61412,11.95063,9.020069,0,0.25511,0,0,0
382,664843760,Google,0,4,1.053207,0.498887,0.554319,8.739745,1.940117,0,7.145871,27.57224,0,7.37828,16.15059,29.22878,371.8374,-0.361861,1 commute,34.0875,20.25748,1.83537,24.24274,11.79785,7.522506,0,0.256547,0,0,0
383,664843760,MapQuest,0,4,0.663906,0.331953,0.331953,8.948881,3.20888,0,12.05045,22.47357,0,48.61895,0.993685,7.745482,606.423,-0.312912,1 commute,34.39592,22.51297,1.387487,23.93565,9.909389,7.588574,0,0.141648,0,0.128369,0
384,664843760,Shortest Path,0,4,2.531615,1.265807,1.265807,0,2.230232,0,13.67536,4.992961,3.55349,22.0049,28.6934,25.3469,242.0706,-0.097243,1 commute,36.8151,23.70681,2.13607,21.91676,8.584347,6.356977,0,0.483936,0,0,0
393,666301412,Endomondo,1,4,1.363405,0.818043,0.545362,13.21109,1.363405,0,21.43151,1.247476,0,3.254171,50.41755,37.0164,164.1539,-0.32557,1 commute,33.00985,20.02327,2.299713,21.35852,12.89253,9.424474,0,0.503436,0,0.488213,0
394,666301412,Google,0,4,0.857439,0.571626,0.285813,8.009444,1.429065,0,16.16126,29.34642,0.204022,7.903725,21.24606,8.944252,136.047,-0.734403,1 commute,38.08467,20.70242,3.1697,20.14423,10.3938,6.263309,0,0.316289,0,0.925584,0
395,666301412,MapQuest,0,4,0.715594,0.572475,0.143119,7.849228,1.288069,0,16.18506,29.38965,0,7.915369,22.78476,7.507025,118.073,-0.819018,1 commute,38.59732,20.94762,3.166117,20.0142,10.30565,6.142484,0,0.316441,0,0.510169,0
396,666301412,Shortest Path,0,4,0.61741,0.463058,0.154353,0,2.778346,0,0,0,0,88.57001,0,8.66092,247.7358,-0.096221,1 commute,35.74525,24.56862,1.325667,20.9388,9.852798,6.451988,0,0.567006,0,0.549861,0
377,667284556,Endomondo,1,4,0.477168,0.190867,0.286301,0.873942,0.572602,26.46068,7.663603,0,1.551813,18.62014,3.132691,5.571571,2.194974,-0.276152,1 commute,18.95529,20.30349,1.610249,3.099685,20.27664,17.74425,8.066418,9.943971,0,0,0
378,667284556,Google,0,4,0.846658,0.376292,0.470366,2.332811,0.658512,26.55954,44.43257,0,0.744724,18.35796,25.04255,5.493121,2.539974,-0.504225,1 commute,21.67177,20.88409,5.685245,4.092547,20.88748,11.65654,6.289761,8.832575,0,0,0
379,667284556,MapQuest,0,4,0.864212,0.384094,0.480118,0.254216,0.672165,0,30.12159,0,0,6.928509,33.38785,13.34327,1.440354,-0.520044,1 commute,24.39371,18.83503,3.120889,11.28268,18.93015,14.52746,2.770714,6.139372,0,0,0
380,667284556,Shortest Path,0,4,1.63655,0.866409,0.770141,0,0.673874,7.117269,6.818441,0,11.61434,6.944892,10.17588,13.37482,1.540283,-0.451464,1 commute,25.55052,17.45189,3.508054,14.87623,18.25076,12.69229,1.294391,6.37586,0,0,0
401,671676068,Endomondo,1,4,1.491405,0.497135,0.99427,2.026278,0.331423,48.93227,0,0,28.38302,0,0,0,3.479946,-0.050975,1 commute,17.59786,14.29133,0.577136,6.840069,23.31072,26.12218,6.301351,3.857471,0,1.101885,0
402,671676068,Google,0,4,0.999292,0.499646,0.499646,1.513603,0.333097,0.440078,0,0,0,0,0,0,3.497521,-1.034019,1 commute,15.43356,12.00233,0.50833,6.340198,25.1223,29.40741,6.288843,3.753286,0,1.143742,0
403,671676068,MapQuest,0,4,1.323508,0.690526,0.632982,193.8099,0.115088,0,0,0,3.236658,0,0,6.109359,1.208421,-1.555801,1 commute,17.82098,14.09236,0.500216,7.498992,23.67004,27.32296,5.113238,3.051529,0,0.92968,0
404,671676068,Shortest Path,0,4,1.521625,0.845347,0.676278,0,0.338139,0,0,0,0,0,0,6.981053,3.550459,-1.113665,1 commute,15.42943,11.26206,0.483729,6.292928,25.15657,29.92704,6.436354,3.841323,0,1.17057,0
405,672189927,Endomondo,1,4,1.640427,0.911348,0.729079,6.816819,1.822697,0,32.18281,0,0.898991,17.78849,32.56596,14.80521,166.0477,-0.476536,1 commute,24.58619,18.97129,0.494682,19.87688,14.27583,21.79513,0,0,0,0,0
406,672189927,Google,0,4,1.341168,0.766381,0.574786,1.617621,1.724358,0,25.43852,0,0,20.28831,34.21875,6.366693,186.6139,-0.571634,1 commute,25.60596,18.37474,0.413342,19.149,15.08016,21.37679,0,0,0,0,0
407,672189927,MapQuest,0,4,1.078578,0.359526,0.719052,8.306308,2.876208,0,1.396811,4.430738,0,0,24.87122,13.73743,374.4463,-0.107085,1 commute,28.12357,17.73645,0.396701,26.77979,10.7438,16.21969,0,0,0,0,0
408,672189927,Shortest Path,0,4,5.062061,2.53103,2.53103,0,0.778779,0,2.264622,0,0,0.35742,1.040048,63.41024,143.8793,-0.080603,1 commute,29.60603,17.05493,0.659098,27.05046,9.963357,15.66612,0,0,0,0,0
413,673577053,Endomondo,1,4,1.43688,0.71844,0.71844,1.013581,1.43688,21.53395,60.52723,0,0,0,53.41193,0,551.0435,-1.093219,1 commute,20.13565,17.38859,0.583656,7.23279,20.35795,32.06985,0,1.583533,0,0.647981,0
414,673577053,Google,0,4,1.177817,0.471127,0.70669,2.693069,1.413381,21.20343,61.39248,0,0,0,52.59214,0,542.0314,-1.192767,1 commute,20.05263,17.29687,0.579914,7.214625,20.51694,32.21298,0,1.573382,0,0.552658,0
415,673577053,MapQuest,0,4,0.721228,0.240409,0.480819,0.623056,1.442457,9.162993,61.79827,0,0,0,53.66246,0,552.9417,-1.220536,1 commute,20.17504,17.46325,0.584413,7.270592,20.54918,31.815,0,1.585588,0,0.556945,0
416,673577053,Shortest Path,0,4,0.967629,0.483815,0.483815,0,1.451444,9.213425,56.7299,0,7.065188,0,48.5493,0.294193,554.2097,-1.065125,1 commute,20.34495,17.27322,0.588589,7.258626,20.42222,31.95455,0,1.596917,0,0.560924,0
429,677887756,Endomondo,1,4,1.084022,0.271006,0.813017,19.13356,3.523073,0,0,26.58749,0,0,77.05537,0,136.8578,-0.027526,1 commute,35.82251,25.08873,3.25123,21.77531,8.925872,5.136343,0,0,0,0,0
430,677887756,Google,0,4,2.210824,0.947496,1.263328,2.224793,3.15832,0,11.84389,13.70899,0,0,0,23.14956,260.2456,-0.680285,1 commute,31.59347,21.82699,7.528613,17.02051,13.99883,8.031602,0,0,0,0,0
431,677887756,MapQuest,0,4,1.579568,0.631827,0.947741,2.198386,3.790963,0,5.666066,13.69702,0,0,0,0,259.9969,-0.750578,1 commute,31.76478,24.83136,4.981954,16.57623,13.51836,8.327318,0,0,0,0,0
432,677887756,Shortest Path,0,4,3.874303,1.937152,1.937152,0,2.905728,0,1.781157,14.03188,0,0,0,13.73197,264.0984,-0.641556,1 commute,33.5279,25.2075,4.799046,16.42785,12.37284,7.664875,0,0,0,0,0
433,678341822,Endomondo,1,4,1.119387,0.746258,0.373129,7.193041,1.492516,0.529255,39.76258,0,1.220431,10.00958,55.78314,31.1483,7.08945,-0.20435,1 commute,23.79168,24.52626,0.17398,9.854422,21.86352,16.65403,0,2.277605,0.858501,0,0
434,678341822,Google,0,4,0.757169,0.252389,0.504779,5.648408,1.892921,0,62.7286,0,0,25.5123,62.9504,11.5373,4.416817,-0.367424,1 commute,22.14943,22.34421,0.613463,10.4605,20.59067,20.051,0.041165,1.987982,1.761573,0,0
435,678341822,MapQuest,0,4,1.47644,0.615183,0.861257,8.360185,1.10733,0,22.46712,0,0,11.21958,12.3124,12.93091,6.151834,-0.268303,1 commute,21.72885,18.53388,0.542079,11.70703,21.38041,22.53288,0.092886,0.98734,2.494643,0,0
436,678341822,Shortest Path,0,4,1.599873,0.666614,0.933259,0,1.066582,0,2.389555,0,0,21.07603,5.020185,52.22166,5.066265,-0.297109,1 commute,19.03966,14.84489,2.68063,6.105554,31.17783,22.28889,0,0.959916,2.90264,0,0
453,682434766,Endomondo,1,4,2.448097,1.224049,1.224049,20.20614,2.856114,0,0,18.82169,0,0,18.82169,66.56929,817.2565,-0.118819,1 commute,25.3453,22.19769,0.058021,37.13959,6.048641,8.806228,0,0.041904,0,0.362628,0
454,682434766,Google,0,4,2.185122,1.456748,0.728374,34.67274,1.456748,0.246721,0,0,76.33524,0,7.393336,8.481625,2497.958,-0.068241,1 commute,19.44085,7.011215,8.682561,13.53804,9.302224,10.61137,0,0.238556,0,0.29674,30.87844
455,682434766,MapQuest,0,4,0.887069,0.887069,0,10.57998,6.209486,0,0,79.37183,0,0,88.80417,6.648188,3343.808,-0.0831,1 commute,32.06194,21.72121,0.112081,36.01579,4.984998,4.719454,0,0.044832,0,0.33969,0
456,682434766,Shortest Path,0,4,1.471382,0.980921,0.490461,0,5.395066,0,0,63.95481,0,0,68.41987,31.58014,2116.828,-0.126385,1 commute,24.13004,25.09243,0.057171,39.83687,4.129664,6.2793,0,0.049548,0,0.424972,0
