OBJECTID,tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,WorkoutType,percIndustrial,percRoadRailroad,percPort,percUrbanFabric,percUrbanGreen,percCropland,percForest,percGrassShrub,percMarshland,percWaterbody,percBeach
484,1375132978,Shortest Path,0,4,2.497394,1.219657,1.277736,0,0.813105,26.26181,30.36807,0,10.4557,0.257188,5.112137,4.457754,0.755026,-0.275431,2 sport,0,0,0,40.18294,31.2398,28.57726,0,0,0,0,0
485,1375533002,Endomondo,1,4,1.374115,0.499678,0.874437,3.145027,0.749517,52.05162,7.495229,0,0,3.316175,0.800077,2.789851,0.499678,-0.891244,2 sport,0.198906,0,0,61.82248,0.671308,37.30731,0,0,0,0,0
486,1375533002,Google,0,4,1.493362,0.248894,1.244468,3.536872,0.622234,32.46764,7.467244,0,0.239984,0,19.20557,10.2316,0.497787,-0.637988,2 sport,0.199327,0,0,62.20257,0.67273,36.92538,0,0,0,0,0
487,1375533002,MapQuest,0,4,1.300614,0.400189,0.900425,28.7875,0.600283,93.297,0,0,0.236601,0,0,3.985882,0.400189,-0.218501,2 sport,5.069772,0,0,64.85293,1.134424,28.94288,0,0,0,0,0
488,1375533002,Shortest Path,0,4,2.190422,1.030787,1.159635,0,0.515393,39.08802,11.62228,0,2.189214,0,6.929856,7.779763,0.515393,-0.614301,2 sport,0.20592,0,0,62.35521,0.694981,36.74389,0,0,0,0,0
489,1375719906,Endomondo,1,4,1.970827,0.89583,1.074997,1.464981,0.179166,30.21594,18.44627,0,0,0,0,18.61252,1.612495,-0.450951,2 sport,20.24299,0,0,76.73754,0,0,0,0,0,3.019475,0
490,1375719906,Google,0,4,2.152278,0.993359,1.158919,9.803685,1.324479,9.039336,13.50819,1.645941,1.662612,45.46883,10.68786,7.236056,0.993359,-0.278198,2 sport,19.29303,0,0,77.83284,0,0,0,0,0,2.874133,0
491,1375719906,MapQuest,0,4,2.154454,0.994363,1.16009,9.69282,1.16009,69.25774,1.534117,0,0,0,0,5.482219,1.657272,-0.310791,2 sport,26.87334,0,0,70.32494,0,0,0,0,0,2.801724,0
492,1375719906,Shortest Path,0,4,3.817608,1.817909,1.999699,0,1.090745,30.49894,2.346956,0,0.506718,21.33602,3.044643,5.403403,1.636118,-0.842334,2 sport,20.54397,0,0,76.39166,0,0,0,0,0,3.06437,0
509,1376825456,Endomondo,1,4,0.774737,0.221354,0.553384,0.883619,0,20.72234,0,0,0,0,6.689457,3.332514,0.885414,-0.585506,2 sport,0,0,0,22.76378,0,77.23622,0,0,0,0,0
510,1376825456,Google,0,4,0.540552,0.216221,0.324331,3.278368,0,4.601088,0,0,0,0,22.3676,3.28476,0.324331,-0.140104,2 sport,0,0,0,21.43011,0,78.56989,0,0,0,0,0
511,1376825456,MapQuest,0,4,1.201411,0.327658,0.873754,2.229914,0.109219,30.17095,0,0,0,0,0,7.045124,1.201411,-0.172432,2 sport,0,0,0,28.67591,0,71.32409,0,0,0,0,0
512,1376825456,Shortest Path,0,4,0.223309,0.111655,0.111655,0,0.111655,8.268701,0,0,0,0,6.807422,0,0.893238,-0.594582,2 sport,0,0,0,21.02524,0,78.97475,0,0,0,0,0
521,1377011494,Endomondo,1,4,1.875391,0.978465,0.896926,14.94196,0.244616,55.31758,20.84167,0,0,2.697275,0.36631,1.554685,1.141542,-0.298473,2 sport,4.399282,0,0,54.59517,14.18544,10.2269,0,0,0,16.59321,0
522,1377011494,Google,0,4,2.647204,1.095395,1.551809,2.672277,0.456415,12.75971,23.89322,1.096175,0.629043,0,36.46207,3.900728,0.63898,-0.459387,2 sport,4.939516,0,0,87.41752,6.891496,0.751466,0,0,0,0,0
523,1377011494,MapQuest,0,4,2.282572,0.865803,1.416769,19.0738,0.550966,90.95432,4.541876,0,0.71538,0,0,1.485391,0.944512,-0.221143,2 sport,9.973925,0,0,78.40613,6.217405,0.668188,0,0,0,4.734354,0
524,1377011494,Shortest Path,0,4,3.655167,1.874445,1.780722,0,0.8435,11.16936,17.06942,0,13.17306,0,40.26142,2.353036,1.030945,-0.336613,2 sport,5.066867,0,0,90.67621,3.484649,0.772273,0,0,0,0,0
525,1377318570,Endomondo,1,4,1.137625,0.379208,0.758417,19.32985,0.126403,21.47974,34.68193,0,0,0,0,1.734927,0.252806,-0.136702,2 sport,0,0,0,21.13545,0,78.86456,0,0,0,0,0
526,1377318570,Google,0,4,2.299208,1.149604,1.149604,4.965689,0.287401,12.66219,0,0,0,0.54299,0,12.09991,0.143701,-0.231272,2 sport,0,0,0,44.72362,0,55.27638,0,0,0,0,0
527,1377318570,MapQuest,0,4,2.097445,0.786542,1.310903,15.06282,0.13109,91.75568,0,0,0,0,0,2.958158,0.262181,-0.269184,2 sport,0,0,0,46.942,0,53.058,0,0,0,0,0
528,1377318570,Shortest Path,0,4,3.318397,1.659198,1.659198,0,0.150836,61.73871,0,0,2.277632,0,0,8.476216,0.150836,-0.62105,2 sport,0,0,0,29.31606,0,70.68394,0,0,0,0,0
